launch_date,delta_v_ms,total_tof_days
2035-12-17 00:00:00.000000,17459.63682162494,2597.2306500346276
2036-01-17 00:00:00.000000,19733.062318582837,2547.6766562674366
2036-02-15 00:00:00.000001,21234.74230878527,2497.887474751295
2036-04-15 23:59:59.999952,10804.731680469064,2192.4574821604215
2036-05-15 23:59:59.999942,7439.530765537691,2150.8566228381
2036-06-13 21:25:16.767020,5749.397915201365,2259.6026611854813
2036-06-16 00:00:00.008223,5754.051220948018,2268.734154436177
2036-07-17 00:00:00.000583,7375.977442898025,2700.4714268767652
2036-08-17 00:00:00.000163,11088.788230599852,2708.8966736035627
2036-10-16 00:00:00.000000,15517.214027621656,2106.1612085978954
2036-11-15 23:59:59.999999,11485.582718456546,2172.4453645979393
2036-11-23 23:15:57.074074,11441.556565931416,2174.470689458123
2037-01-04 18:31:51.075813,9258.898560609356,2189.6462062985124
2037-01-17 00:00:00.000001,9606.03318477464,2209.142463769347
2037-03-04 00:57:41.349145,9903.189955385511,2327.717433949053
2037-03-17 00:00:00.000000,10093.294866588536,2314.757495863697
2037-04-16 00:00:00.000001,13333.512282055686,2340.2155683565124
2037-06-15 23:59:59.999990,6623.484723817457,2242.7733766652
2037-07-15 23:59:59.999567,5904.0957673825815,2308.2951452079883
2037-08-14 00:27:35.933310,5612.872369061143,2324.3562022798283
2037-09-15 23:59:59.961779,5281.1400280603775,2263.2185914812485
2037-09-29 16:18:04.059986,5226.6435277511755,2246.5945178538504
2037-10-17 00:00:00.099150,5304.435073724873,2269.4003543331546
2037-11-16 00:00:00.001019,6061.400631155953,2076.5511359534707
2037-12-17 00:00:00.084826,7483.180135969717,2297.972682958062
2038-01-17 00:00:00.000000,19293.900301047663,2182.2621072446827
2038-03-16 00:00:00.000000,14374.616209377778,2086.7142982843584
2038-04-15 23:59:59.999992,13533.710982477673,2432.6330298119096
2038-04-28 17:18:31.808624,13314.139912326751,2451.70808029176
2038-05-17 00:00:00.000000,15190.774276506836,2434.966342797619
2038-07-15 23:59:59.819332,11411.010111142448,2192.7914105563314
2038-08-15 23:59:59.987302,10087.053671843214,2154.938259939948
2038-09-14 00:50:06.746083,14082.123521846992,2210.2917679198554
2038-10-15 23:59:58.577668,9724.401290286592,1855.3049747498678
2038-11-13 04:29:59.251221,12991.286452426155,2197.513254430934
2038-11-16 00:00:00.000169,12994.47945288652,2184.7485652547916
2038-12-17 00:00:00.000000,13586.155939551758,2222.789233784309
2039-01-17 00:00:00.000000,15642.586904613172,2497.0256507347726
2039-02-14 00:00:00.000003,17462.377011111003,2276.598895280395
2039-03-24 02:09:35.120916,17625.642127559757,2607.4792088967624
2039-04-16 00:00:00.000000,18220.171920751745,2584.348654692436
2039-05-17 00:00:00.000005,18756.493607913155,2513.3066976995833
2039-06-16 00:00:00.000000,19437.362526761717,2481.5405456973976
2039-08-15 23:59:59.933074,8979.82991868285,1825.464422815985
2039-09-15 11:42:45.000948,15366.034091284067,1805.2897092631058
2039-09-16 00:00:00.012465,15366.409922387029,1807.3256560226557
2039-10-17 00:00:00.000620,16591.859727028394,1872.0563849255552
2039-12-15 23:59:59.999951,18383.06012076878,1635.388956388172
2040-01-16 00:00:00.000000,14071.220194055353,2023.2898539735952
2040-02-15 23:59:59.999999,11983.122407120793,1941.5277936500042
2040-03-11 08:00:08.294946,9764.511135484177,1913.464708496148
2040-03-17 00:00:00.000000,9841.571117616584,1914.5175933463402
2040-05-16 00:00:00.000000,10160.902376060669,2077.2329678488545
2040-06-04 07:33:55.948380,10085.49930172467,2056.6916568816155
2040-06-16 00:00:00.000000,11742.617292291134,1999.2500904934652
2040-08-15 23:59:59.999986,13524.842661933324,1846.9445366459636
2040-09-15 23:59:59.999839,12781.99829338937,1875.2529802274732
2040-09-27 15:04:51.432147,12673.523402327843,1912.8861130912678
2040-11-15 23:59:59.999922,12031.928198541964,1794.3480149395577
2040-12-15 23:59:59.999796,11775.376842015268,1820.3037566232128
2040-12-17 00:00:00.008554,11775.527548952652,1821.3837428815393
2041-01-17 00:00:00.003221,12148.41253884335,1576.6715761529906
2041-02-14 00:00:00.000505,13199.830077463737,1567.7638670963725
2041-03-17 00:00:00.000226,16605.43193812239,1526.327638187935
2041-05-16 00:00:00.000000,17400.82492276121,1855.3705941773596
2041-06-16 00:00:00.000000,12595.854713828858,2269.847351243972
2041-06-24 11:43:48.511920,12174.799290456387,2147.0483456141715
2041-07-17 00:00:00.000001,12417.86957078581,2119.936475248867
2041-08-17 00:00:00.000000,13603.091550642603,2255.4590816689088
2041-10-15 23:59:59.999999,13468.491112770587,1772.692824011305
2041-11-15 23:59:59.998299,12632.435231159747,1928.3277337187114
2041-12-15 23:59:59.999628,12302.85283539742,1884.4753663798483
2042-01-15 23:59:59.927321,12184.561488697273,1954.7113759361691
2042-02-15 23:59:59.996100,12170.110263856259,2107.502407154942
2042-03-15 23:59:59.727532,12146.296489922683,2263.275148328832
2042-04-09 03:12:37.707836,12985.930435077384,2154.350767216609
2042-04-16 00:00:00.000032,12996.077598308617,2196.0263081816934
2042-06-09 20:46:43.998522,9318.997219292112,2613.025891260736
2042-06-16 00:00:00.150531,9460.419012866729,2607.5073448913668
2042-07-17 00:00:00.000000,13589.910969484126,2594.1622978846203
2042-08-17 00:00:00.000001,14062.360479484702,2564.0558938993295
2042-09-16 00:00:00.000000,15491.864894857452,2533.4774931256175
2042-11-15 23:59:59.999990,17974.210438797498,1708.9236156530144
2042-12-01 03:11:25.884141,17765.57767700441,1733.5074530400557
